Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
StageGroup_58899_Desc,aRBt,g关卡组_StageGroup_A.csv,69,StageGroup,Desc,,存在于时间与维度之外的门，在弥萨格的黑池中显露身形。\n无数宇宙的森罗万象，在门扉之后静静等待。,A door existing outside time and dimension appeared in the black pool of Mythag.\nCountless cosmic phenomena await quietly beyond the door.,,,,,,"Eine Tür, die außerhalb von Zeit und Dimension existiert, erschien in der schwarzen Lache von Mythag.\nUnzählige kosmische Phänomene warten still jenseits der Tür.",,,,
StageGroup_58899_TypeText,aRBw,g关卡组_StageGroup_A.csv,69,StageGroup,TypeText,,万象门扉,Gateway of All Realms,,,,,,Tor zu allen Reichen,,,,
StageGroup_58899_StageGroupRewardDescription,aRBv,g关卡组_StageGroup_A.csv,69,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
PanelText_UI_Events_Panel_Tawil_Text_C_Topic_Content,aILo,j界面文字表_PanelText_C.csv,2284,PanelText,Content,,万象门扉,Doors of All Realms,,,,,,Tor zu allen Reichen,,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16972_FeatureName,aCmG,g功能解锁_FeatureUnlock_A.csv,72,FeatureUnlock,FeatureName,,幻梦深潜,Phantasmal Dive,,,,,,Illusorischer Tauchgang,,,,
FeatureUnlock_16972_UnlockDesc,aCmI,g功能解锁_FeatureUnlock_A.csv,72,FeatureUnlock,UnlockDesc,,<FeatureUnlockTitle:幻梦深潜现已开启>\n\n<FeatureUnlockDesc:那是高位存在的古老幻梦。\n潜入过程中，守密人必须战胜负面共鸣的高压。每日都有不同的难关静候挑战。>,<FeatureUnlockTitle:Phantasmal Dive Unlocked>\n\n<FeatureUnlockDesc:An ancient dream of higher existence.\nOvercome negative Resonance pressure: new challenges daily.>,,,,,,"<FeatureUnlockTitle:Illusorischer Tauchgang ist nun freigeschaltet>\n\n<FeatureUnlockDesc:Das ist ein alter Traum eines hohen Wesens.\nIm Verlauf des Eindringens musst du als Hüter den hohen Druck der negativen Resonanz überwinden. Täglich gibt es verschiedene Herausforderungen, die auf dich warten.>",,,,
FeatureUnlock_16972_LockTip,aCmH,g功能解锁_FeatureUnlock_A.csv,72,FeatureUnlock,LockTip,,完成 「调查行动」2-12·普通 后解锁,"Unlocked after completing ""Investigation"" 2-12 Normal",,,,,,"Wird nach Abschluss von ""Forschung"" 2-12: Normal freigeschaltet",,,,
StageGroup_15933_Name,aRcy,g关卡组_StageGroup_A.csv,70,StageGroup,Name,,幻梦深潜,Phantasmal Dive,,,,,,Illusorischer Tauchgang,,,,
StageGroup_15933_TypeText,aRcA,g关卡组_StageGroup_A.csv,70,StageGroup,TypeText,,幻梦深潜,Phantasmal Dive,,,,,,Illusorischer Tauchgang,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Stage_8189_Name,aVwD,g关卡_Stage_A.csv,597,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_8189_Desc,aVwC,g关卡_Stage_A.csv,597,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8190_Name,aVwG,g关卡_Stage_A.csv,598,Stage,Name,,幻梦深潜Ⅱ,Phantasmal Dive II,,,,,,Illusorischer Tauchgang II,,,,
Stage_8190_Desc,aVwF,g关卡_Stage_A.csv,598,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8191_Name,aVwJ,g关卡_Stage_A.csv,599,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_8191_Desc,aVwI,g关卡_Stage_A.csv,599,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8192_Name,aVwM,g关卡_Stage_A.csv,600,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_8192_Desc,aVwL,g关卡_Stage_A.csv,600,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8050_Name,aVoL,g关卡_Stage_A.csv,601,Stage,Name,,幻梦深潜Ⅴ,Phantasmal Dive V,,,,,,Illusorischer Tauchgang V,,,,
Stage_8050_Desc,aVoK,g关卡_Stage_A.csv,601,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8194_Name,aVwS,g关卡_Stage_A.csv,602,Stage,Name,,幻梦深潜Ⅵ,Phantasmal Dive VI,,,,,,Illusorischer Tauchgang VI,,,,
Stage_8194_Desc,aVwR,g关卡_Stage_A.csv,602,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_8195_Name,aVwV,g关卡_Stage_A.csv,603,Stage,Name,,幻梦深潜Ⅶ,Phantasmal Dive VII,,,,,,Illusorischer Tauchgang VII,,,,
Stage_8195_Desc,aVwU,g关卡_Stage_A.csv,603,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_20950_Name,aRWk,g关卡_Stage_A.csv,604,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20950_Desc,aRWj,g关卡_Stage_A.csv,604,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_20951_Name,aRWn,g关卡_Stage_A.csv,605,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20951_Desc,aRWm,g关卡_Stage_A.csv,605,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_20946_Name,aRVY,g关卡_Stage_A.csv,606,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20946_Desc,aRVX,g关卡_Stage_A.csv,606,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_20947_Name,aRWb,g关卡_Stage_A.csv,607,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20947_Desc,aRWa,g关卡_Stage_A.csv,607,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
Stage_20944_Name,aRVS,g关卡_Stage_A.csv,608,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20944_Desc,aRVR,g关卡_Stage_A.csv,608,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,"""The hand"" lifts the curtain of night, quietly arriving in this world.",,,,,,"""Die Hand"" hebt den Vorhang der Nacht und kommt leise in diese Welt.",,,,
,,,,,,,,,,,,,,,,,,
Stage_7784_Name,aUXv,g关卡_Stage_A.csv,609,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_7784_Desc,aUXu,g关卡_Stage_A.csv,609,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7787_Name,aUXE,g关卡_Stage_A.csv,610,Stage,Name,,幻梦深潜Ⅱ,Phantasmal Dive II,,,,,,Illusorischer Tauchgang II,,,,
Stage_7787_Desc,aUXD,g关卡_Stage_A.csv,610,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7786_Name,aUXB,g关卡_Stage_A.csv,611,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_7786_Desc,aUXA,g关卡_Stage_A.csv,611,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7781_Name,aUXm,g关卡_Stage_A.csv,612,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_7781_Desc,aUXl,g关卡_Stage_A.csv,612,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7780_Name,aUXj,g关卡_Stage_A.csv,613,Stage,Name,,幻梦深潜Ⅴ,Phantasmal Dive V,,,,,,Illusorischer Tauchgang V,,,,
Stage_7780_Desc,aUXi,g关卡_Stage_A.csv,613,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7783_Name,aUXs,g关卡_Stage_A.csv,614,Stage,Name,,幻梦深潜Ⅵ,Phantasmal Dive VI,,,,,,Illusorischer Tauchgang VI,,,,
Stage_7783_Desc,aUXr,g关卡_Stage_A.csv,614,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_7782_Name,aUXp,g关卡_Stage_A.csv,615,Stage,Name,,幻梦深潜Ⅶ,Phantasmal Dive VII,,,,,,Illusorischer Tauchgang VII,,,,
Stage_7782_Desc,aUXo,g关卡_Stage_A.csv,615,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_20970_Name,aRXs,g关卡_Stage_A.csv,616,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20970_Desc,aRXr,g关卡_Stage_A.csv,616,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_20969_Name,aRXp,g关卡_Stage_A.csv,617,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20969_Desc,aRXo,g关卡_Stage_A.csv,617,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_20871_Name,aRRH,g关卡_Stage_A.csv,618,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20871_Desc,aRRG,g关卡_Stage_A.csv,618,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_20870_Name,aRRE,g关卡_Stage_A.csv,619,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20870_Desc,aRRD,g关卡_Stage_A.csv,619,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
Stage_20873_Name,aRRN,g关卡_Stage_A.csv,620,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20873_Desc,aRRM,g关卡_Stage_A.csv,620,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,"Here lies a university, riddled with scars and weary\nIt once dedicated hope and courage to humanity's survival\nAs for the outcome, you can see it now",,,,,,"Hier ruht eine Universität, gezeichnet von Narben und Müdigkeit\nEinst widmete sie Hoffnung und Mut dem Überleben der Menschheit\nWas daraus geworden ist – das kannst du nun selbst sehen.",,,,
,,,,,,,,,,,,,,,,,,
Stage_7799_Name,aUZb,g关卡_Stage_A.csv,621,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_7799_Desc,aUZa,g关卡_Stage_A.csv,621,Stage,Desc,,坍塌的偶像注视着自己的子民。\n看他们生存、繁衍、互相争斗，然后将自己彻底遗忘。\n坍塌的偶像怀念着自己的子民。,"The crumbling idol gazes upon its people.\nWatches them survive, multiply, and fight, only to eventually forget it entirely.\nThe crumbling idol longs for its people.",,,,,,"Das zerfallende Idol blickt auf sein Volk.\nEs sieht, wie sie überleben, sich vermehren und kämpfen – nur um es schließlich völlig zu vergessen.\nDas zerfallende Idol sehnt sich nach seinem Volk.",,,,
Stage_8051_Name,aVoO,g关卡_Stage_A.csv,622,Stage,Name,,幻梦深潜Ⅱ,Phantasmal Dive II,,,,,,Illusorischer Tauchgang II,,,,
Stage_8051_Desc,aVoN,g关卡_Stage_A.csv,622,Stage,Desc,,坍塌的偶像注视着自己的子民。\n看他们生存、繁衍、互相争斗，然后将自己彻底遗忘。\n坍塌的偶像怀念着自己的子民。,"The crumbling idol gazes upon its people.\nWatches them survive, multiply, and fight, only to eventually forget it entirely.\nThe crumbling idol longs for its people.",,,,,,"Das zerfallende Idol blickt auf sein Volk.\nEs sieht, wie sie überleben, sich vermehren und kämpfen – nur um es schließlich völlig zu vergessen.\nDas zerfallende Idol sehnt sich nach seinem Volk.",,,,
Stage_8052_Name,aVoR,g关卡_Stage_A.csv,623,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_8052_Desc,aVoQ,g关卡_Stage_A.csv,623,Stage,Desc,,坍塌的偶像注视着自己的子民。\n看他们生存、繁衍、互相争斗，然后将自己彻底遗忘。\n坍塌的偶像怀念着自己的子民。,"The crumbling idol gazes upon its people.\nWatches them survive, multiply, and fight, only to eventually forget it entirely.\nThe crumbling idol longs for its people.",,,,,,"Das zerfallende Idol blickt auf sein Volk.\nEs sieht, wie sie überleben, sich vermehren und kämpfen – nur um es schließlich völlig zu vergessen.\nDas zerfallende Idol sehnt sich nach seinem Volk.",,,,
Stage_8056_Name,aVpd,g关卡_Stage_A.csv,624,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_8056_Desc,aVpc,g关卡_Stage_A.csv,624,Stage,Desc,,坍塌的偶像注视着自己的子民。\n看他们生存、繁衍、互相争斗，然后将自己彻底遗忘。\n坍塌的偶像怀念着自己的子民。,"The crumbling idol gazes upon its people.\nWatches them survive, multiply, and fight, only to eventually forget it entirely.\nThe crumbling idol longs for its people.",,,,,,"Das zerfallende Idol blickt auf sein Volk.\nEs sieht, wie sie überleben, sich vermehren und kämpfen – nur um es schließlich völlig zu vergessen.\nDas zerfallende Idol sehnt sich nach seinem Volk.",,,,
